channel,PC1,PC2,PC3
0,0.121053992,-0.779696382,-1.621463438
0,-0.681495192,0.133079822,-1.439518391
1,-0.453430705,-0.022285127,-1.495719489
0,-0.790288268,-0.379044707,-1.572808494
0,-0.507481446,-0.237386906,-1.608087453
1,-0.003450106,0.122111382,-1.633450368
0,-0.699429451,-0.329957327,-1.55042947
0,-0.531695334,-0.781579199,-1.539918881
0,-0.553949569,0.270081006,-1.481606398
1,-0.194573665,0.628291087,-1.502472733
0,-0.158260285,-0.498850201,-1.627399335
0,-0.589446169,0.203415153,-1.62633413
0,-0.549608628,-0.653597897,-1.581563818
0,-0.449054977,0.46148826,-1.569937748
0,-0.428456042,-0.574340614,-1.592491963
0,-0.711214856,-0.27975479,-1.540255274
0,-0.604022334,0.471899298,-1.559564993
0,-0.854341368,-0.396437395,-1.558611163
0,-0.365779057,1.514073121,-1.611938189
0,-0.227471839,1.324149757,-1.454490463
0,-0.610737089,0.361542047,-1.597684684
0,-0.662925819,0.207025541,-1.537032962
0,-0.30772644,-0.119272181,-1.632134485
0,0.169859212,-0.369567965,-1.633717092
1,0.65319155,-0.738627978,-1.630090726
0,-0.66702047,-0.241686641,-1.570593321
0,-0.822571503,-0.043258204,-1.559312717
0,-0.500898789,-0.133822975,-1.630977692
0,-0.548580997,0.112608384,-1.487643943
0,-0.706490733,-0.411008875,-1.55773366
1,3.018311532,-0.176999212,-1.664912365
0,-0.504963509,0.3687586,-1.465574138
0,0.224147894,0.270100648,-1.695125296
0,0.393564795,0.503701299,-1.686633752
0,-0.730935106,0.627250675,-1.57567274
0,-0.439684976,-0.347003895,-1.617688352
0,-0.421116918,-0.029945633,-1.502890161
0,-0.260881876,2.089745726,-1.6415965
0,-0.194757178,1.260129787,-1.663221792
0,-0.528934355,-0.376439971,-1.617506451
0,-0.765729075,0.175711708,-1.457823788
0,-0.691657629,0.141079369,-1.608038058
0,-0.376463782,-0.411777261,-1.487187042
1,0.573965195,-0.892636599,-1.641679828
0,0.976631078,0.907024596,-1.625400719
1,0.835834948,-0.55773878,-1.621373939
0,-0.467401881,0.734753676,-1.589885193
1,0.691463777,-0.609029461,-1.621316368
0,-0.800115704,-0.031088934,-1.545936895
0,-0.790932021,-0.088041462,-1.47162968
0,-0.545760402,-0.356976528,-1.605414158
0,-0.235292841,-0.565182632,-1.632192284
0,-0.472409245,1.186014117,0.046780289
0,-0.618919415,-0.484284482,0.069015604
0,-0.77216158,-0.540419907,0.082526184
0,-0.191695116,0.887771373,0.045338896
0,-0.643179762,1.198104607,0.38075967
0,-0.529287094,0.402158375,0.132767723
1,0.149867705,0.002952729,0.006316776
0,-0.581151877,-0.361758167,0.057808734
1,-0.02249161,-0.029366447,-0.003463396
0,-0.258225845,1.574056794,0.044203127
0,-0.430393846,1.292466055,0.17691324
0,0.167875072,2.526547897,0.03561939
0,-0.601792683,0.633505902,0.017155927
0,-0.62038226,-0.347935201,0.084489509
0,-0.516920016,0.698539929,0.180805272
0,-0.727634398,-0.094845003,0.060610769
0,-0.755856586,0.798802388,0.019627206
0,-0.531503625,-0.412631225,0.051711313
0,-0.532616936,-0.195051626,0.083965139
0,-0.439032563,-0.158624973,0.114094356
1,0.600615157,-0.79201467,2.17822574
0,-0.300505725,0.116740348,2.187670697
1,-0.374448123,-0.631289672,2.235916872
0,-0.490865495,0.152289221,2.25260469
1,-0.120602332,-0.549005669,2.243187913
1,0.132253016,-0.629415429,2.21948633
0,-0.690674155,-0.766824283,2.251536637
1,0.01258148,-0.062164219,2.16270383
1,1.173803741,-0.931379143,2.191079624
1,0.241364213,-0.935344021,2.221952534
1,0.564175508,-1.219768571,2.255855418
1,1.389184243,-1.13033299,2.201924723
1,0.366727435,-0.852056169,2.171512522
1,1.189700187,-0.671135097,2.169325744
0,-0.512425707,-0.048281496,2.209997659
0,-0.615091698,-0.496704048,2.233367782
1,1.138694367,-0.793974756,2.116617583
0,-0.508314166,0.740549245,2.452617428
0,-0.314782626,0.351606729,2.233864822
1,1.273847983,-1.500896586,2.287338283
0,-0.63428105,-0.061185195,2.309887611
0,-0.317979919,-0.271814531,2.232916264
1,0.753118293,-0.39116337,2.099025264
0,-0.604523213,-0.200613689,2.266219872
0,-0.320396693,-0.53628159,2.225880367
0,-0.497496085,-0.272348654,2.251751018
1,1.945359453,-0.66867678,2.055476805
0,-0.520318798,-0.598745615,2.220987592
0,-0.452159144,-0.161280975,2.258360502
0,-0.514702817,-0.011777353,2.288817051
0,-0.18436127,-0.416592095,2.236386387
0,-0.451520316,0.392406734,2.201455835
0,1.287781941,6.763286351,3.121257232
0,-0.613630064,-0.241394758,2.289529246
0,-0.703468929,-0.700111779,2.249403677
0,-0.433196618,0.661655646,2.329682678
0,-0.486740098,-0.11875908,2.322378478
0,-0.459453965,-0.067001431,2.275134449
1,1.605191498,-0.765967418,2.143509772
0,-0.430703903,0.474042138,2.185883388
1,4.680482811,-2.677268387,2.283897903
1,-0.377056084,1.2722058,2.381085055
1,0.339875591,0.241986286,2.147819002
0,-0.640868664,-0.205067227,2.216357359
0,-0.5346486,0.350123255,2.36970966
0,-0.433357075,0.674579397,2.543861477
0,-0.377255718,0.377912016,2.396516272
1,0.248472681,-0.844752094,0.057201396
1,0.285907006,-0.555034518,0.02908593
0,-0.005425502,-0.688977794,0.035885486
1,1.522495541,-1.391428233,0.093075471
0,-0.711845509,-0.36037684,0.107818953
0,-0.16443756,-0.819429394,0.075952923
1,0.559252788,-0.598914762,0.075102945
1,0.356231648,0.30993967,0.019181933
0,-0.56838875,-0.426584762,0.077810301
1,1.45804219,-0.87605075,0.014959549
0,-0.67806768,-0.304106401,0.089576059
1,1.479797789,-0.763617409,0.018537876
0,-0.756674457,-0.590660304,0.089410023
1,0.866036335,-1.078817516,0.045752687
0,-0.165317167,0.657772181,0.083552321
0,-0.75765559,-0.682207582,0.083752485
0,-0.775481028,0.398501606,0.088905093
1,0.488214723,-1.204106525,0.097252509
0,0.321659859,0.589161002,-0.017056702
0,-0.480193595,-0.522724487,0.031203864
0,-0.564157096,0.228863775,0.06378319
0,-0.777069968,-0.392926754,0.08874182
0,-0.664156742,-0.50730685,0.069373946
0,-0.554182856,-0.59311573,0.071344948
0,-0.716856278,-0.482132005,0.089046934
1,0.198103413,-0.199873641,0.020363487
0,-0.657610743,-0.233538341,0.064041823
0,-0.774212394,-0.415249415,0.094872823
0,-0.646387571,0.261969331,0.060219723
0,-0.808030879,-0.367097698,0.087019975
1,-0.274299449,0.959203949,-0.036868276
0,-0.540910657,0.7940639,0.172901931
0,-0.351005282,0.163816657,-0.0099081
1,0.017891094,0.238454186,-0.011167306
0,-0.641062622,-0.276920512,0.073129991
0,-0.725113868,-0.47082298,0.073726184
1,0.4628594,-0.145052928,0.106385248
0,-0.484434018,0.800963195,-0.020819591
0,-0.593708368,-0.417508336,0.040992227
1,-0.188185966,-0.648405386,0.038673054
0,-0.623474998,0.568273379,0.090079209
0,-0.470872185,0.89935702,0.191433751
0,0.13203021,0.934692341,-0.039382814
0,-0.619083488,-0.258086621,0.143468242
0,1.022552277,0.685982231,-0.125155799
0,-0.673123997,0.043508318,0.087593432
0,-0.524214113,-0.363379724,0.077207513
0,-0.61747019,0.274372531,0.049465606
0,-0.73807602,-0.189017706,0.085076416
0,-0.672860302,-0.033388331,0.101489015
0,-0.66535562,0.048768289,0.159611061
0,-0.559080636,-0.289098902,0.047714002
0,-0.514159738,-0.545795247,0.054041453
0,-0.26166793,0.988268084,0.132660475
0,-0.658770237,-0.148082854,0.073767162
0,-0.666598518,-0.115066357,0.108405606
1,0.390968425,-0.147276577,0.002424053
0,-0.645228148,0.416912367,0.166918863
0,-0.741487975,0.211386284,0.152449859
0,-0.742746474,-0.216717481,0.087317265
0,-0.702002596,-0.093408361,0.122476316
0,-0.428455416,1.688462075,0.227659638
0,-0.406128229,0.195261714,-0.009416484
0,-0.102353966,0.184260308,-0.059523104
0,-0.380525236,0.349112866,0.083482446
0,-0.706454461,-0.262697898,0.098338851
0,-0.226868052,1.108956004,0.166244362
1,1.015475196,-0.551550085,0.031181304
1,-0.232392627,-0.388761727,0.070225118
0,-0.033135109,0.376555661,0.009390242
0,-0.365161935,-0.211244117,0.057517467
0,-0.348654388,0.089712217,0.017751912
0,-0.045787773,-0.920211512,0.066725215
0,-0.095138198,1.425843306,0.340206255
0,-0.523984369,0.000782065,0.163915083
1,0.085594775,-0.227653806,0.032566777
1,0.560726827,-0.655836526,0.004270593
0,0.09230282,-0.586956115,0.030805883
1,0.715469103,-0.986588132,0.024226069
0,-0.416569852,-0.209114841,0.028854941
0,0.413166884,-0.758381836,0.030671772
1,0.051111218,-0.018850299,0.011743821
0,-0.475995905,0.312301461,0.019186474
1,-0.339303393,-0.045060908,0.033457463
1,-0.017307908,-0.293436447,0.049287639
0,-0.447660811,1.369585053,0.305439908
0,0.58153046,-0.018965188,0.025645732
0,0.329272432,1.956619902,0.151196886
0,-0.33534386,-0.393381235,0.069993574
0,-0.51504748,-0.111306234,0.017110837
0,0.06099401,-0.432294795,0.027729808
0,-0.160226221,0.995962739,0.259359535
0,-0.496241752,-0.047952637,0.035241741
0,-0.568282303,-0.298610184,0.063552382
0,-0.158425893,-0.144694886,0.025640176
0,0.538730455,1.715836031,0.141672245
0,-0.549814057,1.306215735,0.04119281
1,2.130424268,-0.772322355,-0.053747401
0,-0.5594556,0.000421679,0.036075549
0,-0.674126089,-0.635893932,0.068620495
